DDI-MedLine.d74.s0	responses	-1	7		form=responses	suf4=nses	next=to	prev=_BoS_
DDI-MedLine.d74.s0	to	10	11		form=to	suf4=to	next=arginine	prev=responses
DDI-MedLine.d74.s0	arginine	13	20		form=arginine	suf4=nine	next=of	prev=to
DDI-MedLine.d74.s0	of	22	23		form=of	suf4=of	next=the	prev=arginine
DDI-MedLine.d74.s0	the	25	27		form=the	suf4=the	next=perfused	prev=of
DDI-MedLine.d74.s0	perfused	29	36		form=perfused	suf4=used	next=pancreas	prev=the
DDI-MedLine.d74.s0	pancreas	38	45		form=pancreas	suf4=reas	next=of	prev=perfused
DDI-MedLine.d74.s0	of	47	48		form=of	suf4=of	next=the	prev=pancreas
DDI-MedLine.d74.s0	the	50	52		form=the	suf4=the	next=genetically	prev=of
DDI-MedLine.d74.s0	genetically	54	64		form=genetically	suf4=ally	next=diabetic	prev=the
DDI-MedLine.d74.s0	diabetic	66	73		form=diabetic	suf4=etic	next=chinese	prev=genetically
DDI-MedLine.d74.s0	chinese	73	79		form=chinese	suf4=nese	next=hamster	prev=diabetic
DDI-MedLine.d74.s0	hamster	83	89		form=hamster	suf4=ster	next=_EoS_	prev=chinese
DDI-MedLine.d74.s0	.	90	90		form=.	suf4=.	next=_EoS_	prev=hamster

DDI-MedLine.d74.s1	nonketotic	-1	8		form=nonketotic	suf4=otic	next=,	prev=_BoS_
DDI-MedLine.d74.s1	,	10	10		form=,	suf4=,	next=genetically	prev=nonketotic
DDI-MedLine.d74.s1	genetically	12	22		form=genetically	suf4=ally	next=diabetic	prev=,
DDI-MedLine.d74.s1	diabetic	24	31		form=diabetic	suf4=etic	next=cinese	prev=genetically
DDI-MedLine.d74.s1	cinese	31	36		form=cinese	suf4=nese	next=hamsters	prev=diabetic
DDI-MedLine.d74.s1	hamsters	40	47		form=hamsters	suf4=ters	next=show	prev=cinese
DDI-MedLine.d74.s1	show	49	52		form=show	suf4=show	next=subnormal	prev=hamsters
DDI-MedLine.d74.s1	subnormal	54	62		form=subnormal	suf4=rmal	next=pancreatic	prev=show
DDI-MedLine.d74.s1	pancreatic	64	73		form=pancreatic	suf4=atic	next=insulin	prev=subnormal
DDI-MedLine.d74.s1	insulin	75	81		form=insulin	suf4=ulin	next=release	prev=pancreatic
DDI-MedLine.d74.s1	release	83	89		form=release	suf4=ease	next=and	prev=insulin
DDI-MedLine.d74.s1	and	91	93		form=and	suf4=and	next=impaired	prev=release
DDI-MedLine.d74.s1	impaired	95	102		form=impaired	suf4=ired	next=suppression	prev=and
DDI-MedLine.d74.s1	suppression	104	114		form=suppression	suf4=sion	next=of	prev=impaired
DDI-MedLine.d74.s1	of	116	117		form=of	suf4=of	next=glucagon	prev=suppression
DDI-MedLine.d74.s1	glucagon	119	126		form=glucagon	suf4=agon	next=in	prev=of
DDI-MedLine.d74.s1	in	128	129		form=in	suf4=in	next=response	prev=glucagon
DDI-MedLine.d74.s1	response	131	138		form=response	suf4=onse	next=to	prev=in
DDI-MedLine.d74.s1	to	140	141		form=to	suf4=to	next=glucose	prev=response
DDI-MedLine.d74.s1	glucose	143	149		form=glucose	suf4=cose	next=_EoS_	prev=to
DDI-MedLine.d74.s1	.	150	150		form=.	suf4=.	next=_EoS_	prev=glucose

DDI-MedLine.d74.s2	to	189	190		form=to	suf4=to	next=study	prev=_BoS_
DDI-MedLine.d74.s2	study	190	194		form=study	suf4=tudy	next=the	prev=to
DDI-MedLine.d74.s2	the	275	277		form=the	suf4=the	next=pancreatic	prev=study
DDI-MedLine.d74.s2	pancreatic	277	286		form=pancreatic	suf4=atic	next=effects	prev=the
DDI-MedLine.d74.s2	effects	286	292		form=effects	suf4=ects	next=of	prev=pancreatic
DDI-MedLine.d74.s2	of	292	293		form=of	suf4=of	next=other	prev=effects
DDI-MedLine.d74.s2	other	293	297		form=other	suf4=ther	next=agents	prev=of
DDI-MedLine.d74.s2	agents	297	302		form=agents	suf4=ents	next=,	prev=other
DDI-MedLine.d74.s2	,	302	302		form=,	suf4=,	next=dynamic	prev=agents
DDI-MedLine.d74.s2	dynamic	302	308		form=dynamic	suf4=amic	next=insulin	prev=,
DDI-MedLine.d74.s2	insulin	308	314		form=insulin	suf4=ulin	next=and	prev=dynamic
DDI-MedLine.d74.s2	and	314	316		form=and	suf4=and	next=glucagon	prev=insulin
DDI-MedLine.d74.s2	glucagon	316	323		form=glucagon	suf4=agon	next=release	prev=and
DDI-MedLine.d74.s2	release	323	329		form=release	suf4=ease	next=was	prev=glucagon
DDI-MedLine.d74.s2	was	329	331		form=was	suf4=was	next=measured	prev=release
DDI-MedLine.d74.s2	measured	331	338		form=measured	suf4=ured	next=from	prev=was
DDI-MedLine.d74.s2	from	338	341		form=from	suf4=from	next=the	prev=measured
DDI-MedLine.d74.s2	the	341	343		form=the	suf4=the	next=in	prev=from
DDI-MedLine.d74.s2	in	343	344		form=in	suf4=in	next=vitro	prev=the
DDI-MedLine.d74.s2	vitro	344	348		form=vitro	suf4=itro	next=perfused	prev=in
DDI-MedLine.d74.s2	perfused	348	355		form=perfused	suf4=used	next=pancreases	prev=vitro
DDI-MedLine.d74.s2	pancreases	355	364		form=pancreases	suf4=ases	next=of	prev=perfused
DDI-MedLine.d74.s2	of	364	365		form=of	suf4=of	next=normal	prev=pancreases
DDI-MedLine.d74.s2	normal	365	370		form=normal	suf4=rmal	next=and	prev=of
DDI-MedLine.d74.s2	and	370	372		form=and	suf4=and	next=diabetic	prev=normal
DDI-MedLine.d74.s2	diabetic	372	379		form=diabetic	suf4=etic	next=chinese	prev=and
DDI-MedLine.d74.s2	chinese	379	385		form=chinese	suf4=nese	next=hamsters	prev=diabetic
DDI-MedLine.d74.s2	hamsters	385	392		form=hamsters	suf4=ters	next=in	prev=chinese
DDI-MedLine.d74.s2	in	392	393		form=in	suf4=in	next=response	prev=hamsters
DDI-MedLine.d74.s2	response	393	400		form=response	suf4=onse	next=to	prev=in
DDI-MedLine.d74.s2	to	400	401		form=to	suf4=to	next=various	prev=response
DDI-MedLine.d74.s2	various	401	407		form=various	suf4=ious	next=combinations	prev=to
DDI-MedLine.d74.s2	combinations	407	418		form=combinations	suf4=ions	next=of	prev=various
DDI-MedLine.d74.s2	of	418	419		form=of	suf4=of	next=arginine	prev=combinations
DDI-MedLine.d74.s2	arginine	419	426		form=arginine	suf4=nine	next=(	prev=of
DDI-MedLine.d74.s2	(	426	426		form=(	suf4=(	next=20mm	prev=arginine
DDI-MedLine.d74.s2	20mm	426	429		form=20mm	suf4=20mm	next=)	prev=(
DDI-MedLine.d74.s2	)	429	429		form=)	suf4=)	next=,	prev=20mm
DDI-MedLine.d74.s2	,	429	429		form=,	suf4=,	next=glucose	prev=)
DDI-MedLine.d74.s2	glucose	429	435		form=glucose	suf4=cose	next=(	prev=,
DDI-MedLine.d74.s2	(	435	435		form=(	suf4=(	next=100	prev=glucose
DDI-MedLine.d74.s2	100	435	437		form=100	suf4=100	next=or	prev=(
DDI-MedLine.d74.s2	or	437	438		form=or	suf4=or	next=150	prev=100
DDI-MedLine.d74.s2	150	438	440		form=150	suf4=150	next=mg.	prev=or
DDI-MedLine.d74.s2	mg.	440	442		form=mg.	suf4=mg.	next=per	prev=150
DDI-MedLine.d74.s2	per	442	444		form=per	suf4=per	next=100	prev=mg.
DDI-MedLine.d74.s2	100	444	446		form=100	suf4=100	next=ml	prev=per
DDI-MedLine.d74.s2	ml	446	447		form=ml	suf4=ml	next=.	prev=100
DDI-MedLine.d74.s2	.	447	447		form=.	suf4=.	next=)	prev=ml
DDI-MedLine.d74.s2	)	447	447		form=)	suf4=)	next=,	prev=.
DDI-MedLine.d74.s2	,	447	447		form=,	suf4=,	next=and	prev=)
DDI-MedLine.d74.s2	and	447	449		form=and	suf4=and	next=theophylline	prev=,
DDI-MedLine.d74.s2	theophylline	449	460		form=theophylline	suf4=line	next=(	prev=and
DDI-MedLine.d74.s2	(	460	460		form=(	suf4=(	next=10	prev=theophylline
DDI-MedLine.d74.s2	10	460	461		form=10	suf4=10	next=mm	prev=(
DDI-MedLine.d74.s2	mm	461	462		form=mm	suf4=mm	next=)	prev=10
DDI-MedLine.d74.s2	)	462	462		form=)	suf4=)	next=_EoS_	prev=mm
DDI-MedLine.d74.s2	.	462	462		form=.	suf4=.	next=_EoS_	prev=)

DDI-MedLine.d74.s3	theophylline	-1	10		form=theophylline	suf4=line	next=alone	prev=_BoS_
DDI-MedLine.d74.s3	alone	13	17		form=alone	suf4=lone	next=caused	prev=theophylline
DDI-MedLine.d74.s3	caused	19	24		form=caused	suf4=used	next=identical	prev=alone
DDI-MedLine.d74.s3	identical	26	34		form=identical	suf4=ical	next=insulin	prev=caused
DDI-MedLine.d74.s3	insulin	36	42		form=insulin	suf4=ulin	next=and	prev=identical
DDI-MedLine.d74.s3	and	44	46		form=and	suf4=and	next=glucagon	prev=insulin
DDI-MedLine.d74.s3	glucagon	48	55		form=glucagon	suf4=agon	next=release	prev=and
DDI-MedLine.d74.s3	release	57	63		form=release	suf4=ease	next=in	prev=glucagon
DDI-MedLine.d74.s3	in	65	66		form=in	suf4=in	next=diabetics	prev=release
DDI-MedLine.d74.s3	diabetics	68	76		form=diabetics	suf4=tics	next=and	prev=in
DDI-MedLine.d74.s3	and	78	80		form=and	suf4=and	next=normals	prev=diabetics
DDI-MedLine.d74.s3	normals	82	88		form=normals	suf4=mals	next=_EoS_	prev=and
DDI-MedLine.d74.s3	.	89	89		form=.	suf4=.	next=_EoS_	prev=normals

DDI-MedLine.d74.s4	glucose	-1	5		form=glucose	suf4=cose	next=,	prev=_BoS_
DDI-MedLine.d74.s4	,	7	7		form=,	suf4=,	next=alone	prev=glucose
DDI-MedLine.d74.s4	alone	9	13		form=alone	suf4=lone	next=and	prev=,
DDI-MedLine.d74.s4	and	15	17		form=and	suf4=and	next=in	prev=alone
DDI-MedLine.d74.s4	in	19	20		form=in	suf4=in	next=the	prev=and
DDI-MedLine.d74.s4	the	22	24		form=the	suf4=the	next=presence	prev=in
DDI-MedLine.d74.s4	presence	26	33		form=presence	suf4=ence	next=of	prev=the
DDI-MedLine.d74.s4	of	35	36		form=of	suf4=of	next=theophylline	prev=presence
DDI-MedLine.d74.s4	theophylline	38	49		form=theophylline	suf4=line	next=,	prev=of
DDI-MedLine.d74.s4	,	50	50		form=,	suf4=,	next=caused	prev=theophylline
DDI-MedLine.d74.s4	caused	52	57		form=caused	suf4=used	next=subnormal	prev=,
DDI-MedLine.d74.s4	subnormal	59	67		form=subnormal	suf4=rmal	next=insulin	prev=caused
DDI-MedLine.d74.s4	insulin	69	75		form=insulin	suf4=ulin	next=release	prev=subnormal
DDI-MedLine.d74.s4	release	77	83		form=release	suf4=ease	next=and	prev=insulin
DDI-MedLine.d74.s4	and	85	87		form=and	suf4=and	next=less	prev=release
DDI-MedLine.d74.s4	less	89	92		form=less	suf4=less	next=suppression	prev=and
DDI-MedLine.d74.s4	suppression	94	104		form=suppression	suf4=sion	next=of	prev=less
DDI-MedLine.d74.s4	of	106	107		form=of	suf4=of	next=glucagon	prev=suppression
DDI-MedLine.d74.s4	glucagon	109	116		form=glucagon	suf4=agon	next=release	prev=of
DDI-MedLine.d74.s4	release	118	124		form=release	suf4=ease	next=in	prev=glucagon
DDI-MedLine.d74.s4	in	126	127		form=in	suf4=in	next=the	prev=release
DDI-MedLine.d74.s4	the	129	131		form=the	suf4=the	next=diabectics	prev=in
DDI-MedLine.d74.s4	diabectics	133	142		form=diabectics	suf4=tics	next=than	prev=the
DDI-MedLine.d74.s4	than	144	147		form=than	suf4=than	next=in	prev=diabectics
DDI-MedLine.d74.s4	in	149	150		form=in	suf4=in	next=the	prev=than
DDI-MedLine.d74.s4	the	152	154		form=the	suf4=the	next=normals	prev=in
DDI-MedLine.d74.s4	normals	156	162		form=normals	suf4=mals	next=_EoS_	prev=the
DDI-MedLine.d74.s4	.	163	163		form=.	suf4=.	next=_EoS_	prev=normals

DDI-MedLine.d74.s5	arginine	-1	6		form=arginine	suf4=nine	next=,	prev=_BoS_
DDI-MedLine.d74.s5	,	8	8		form=,	suf4=,	next=in	prev=arginine
DDI-MedLine.d74.s5	in	10	11		form=in	suf4=in	next=the	prev=,
DDI-MedLine.d74.s5	the	13	15		form=the	suf4=the	next=presence	prev=in
DDI-MedLine.d74.s5	presence	17	24		form=presence	suf4=ence	next=of	prev=the
DDI-MedLine.d74.s5	of	26	27		form=of	suf4=of	next=glucose	prev=presence
DDI-MedLine.d74.s5	glucose	29	35		form=glucose	suf4=cose	next=and	prev=of
DDI-MedLine.d74.s5	and	37	39		form=and	suf4=and	next=theophylline	prev=glucose
DDI-MedLine.d74.s5	theophylline	41	52		form=theophylline	suf4=line	next=,	prev=and
DDI-MedLine.d74.s5	,	53	53		form=,	suf4=,	next=caused	prev=theophylline
DDI-MedLine.d74.s5	caused	55	60		form=caused	suf4=used	next=excessive	prev=,
DDI-MedLine.d74.s5	excessive	62	70		form=excessive	suf4=sive	next=glucagon	prev=caused
DDI-MedLine.d74.s5	glucagon	72	79		form=glucagon	suf4=agon	next=release	prev=excessive
DDI-MedLine.d74.s5	release	81	87		form=release	suf4=ease	next=but	prev=glucagon
DDI-MedLine.d74.s5	but	89	91		form=but	suf4=but	next=nearly	prev=release
DDI-MedLine.d74.s5	nearly	93	98		form=nearly	suf4=arly	next=normal	prev=but
DDI-MedLine.d74.s5	normal	100	105		form=normal	suf4=rmal	next=insulin	prev=nearly
DDI-MedLine.d74.s5	insulin	107	113		form=insulin	suf4=ulin	next=release	prev=normal
DDI-MedLine.d74.s5	release	115	121		form=release	suf4=ease	next=in	prev=insulin
DDI-MedLine.d74.s5	in	123	124		form=in	suf4=in	next=the	prev=release
DDI-MedLine.d74.s5	the	126	128		form=the	suf4=the	next=diabetics	prev=in
DDI-MedLine.d74.s5	diabetics	130	138		form=diabetics	suf4=tics	next=_EoS_	prev=the
DDI-MedLine.d74.s5	.	139	139		form=.	suf4=.	next=_EoS_	prev=diabetics

DDI-MedLine.d74.s6	arginine	-1	6		form=arginine	suf4=nine	next=,	prev=_BoS_
DDI-MedLine.d74.s6	,	8	8		form=,	suf4=,	next=in	prev=arginine
DDI-MedLine.d74.s6	in	10	11		form=in	suf4=in	next=the	prev=,
DDI-MedLine.d74.s6	the	13	15		form=the	suf4=the	next=absence	prev=in
DDI-MedLine.d74.s6	absence	17	23		form=absence	suf4=ence	next=of	prev=the
DDI-MedLine.d74.s6	of	25	26		form=of	suf4=of	next=glucose	prev=absence
DDI-MedLine.d74.s6	glucose	28	34		form=glucose	suf4=cose	next=or	prev=of
DDI-MedLine.d74.s6	or	36	37		form=or	suf4=or	next=theophylline	prev=glucose
DDI-MedLine.d74.s6	theophylline	39	50		form=theophylline	suf4=line	next=,	prev=or
DDI-MedLine.d74.s6	,	51	51		form=,	suf4=,	next=caused	prev=theophylline
DDI-MedLine.d74.s6	caused	53	58		form=caused	suf4=used	next=excessive	prev=,
DDI-MedLine.d74.s6	excessive	60	68		form=excessive	suf4=sive	next=glucagon	prev=caused
DDI-MedLine.d74.s6	glucagon	70	77		form=glucagon	suf4=agon	next=release	prev=excessive
DDI-MedLine.d74.s6	release	79	85		form=release	suf4=ease	next=in	prev=glucagon
DDI-MedLine.d74.s6	in	87	88		form=in	suf4=in	next=the	prev=release
DDI-MedLine.d74.s6	the	90	92		form=the	suf4=the	next=diabetics	prev=in
DDI-MedLine.d74.s6	diabetics	94	102		form=diabetics	suf4=tics	next=and	prev=the
DDI-MedLine.d74.s6	and	104	106		form=and	suf4=and	next=undetectable	prev=diabetics
DDI-MedLine.d74.s6	undetectable	108	119		form=undetectable	suf4=able	next=insulin	prev=and
DDI-MedLine.d74.s6	insulin	121	127		form=insulin	suf4=ulin	next=release	prev=undetectable
DDI-MedLine.d74.s6	release	129	135		form=release	suf4=ease	next=in	prev=insulin
DDI-MedLine.d74.s6	in	137	138		form=in	suf4=in	next=either	prev=release
DDI-MedLine.d74.s6	either	140	145		form=either	suf4=ther	next=diabetics	prev=in
DDI-MedLine.d74.s6	diabetics	147	155		form=diabetics	suf4=tics	next=or	prev=either
DDI-MedLine.d74.s6	or	157	158		form=or	suf4=or	next=normals	prev=diabetics
DDI-MedLine.d74.s6	normals	160	166		form=normals	suf4=mals	next=_EoS_	prev=or
DDI-MedLine.d74.s6	.	167	167		form=.	suf4=.	next=_EoS_	prev=normals

DDI-MedLine.d74.s7	pancreatic	-1	8		form=pancreatic	suf4=atic	next=content	prev=_BoS_
DDI-MedLine.d74.s7	content	11	17		form=content	suf4=tent	next=after	prev=pancreatic
DDI-MedLine.d74.s7	after	19	23		form=after	suf4=fter	next=perfusion	prev=content
DDI-MedLine.d74.s7	perfusion	25	33		form=perfusion	suf4=sion	next=did	prev=after
DDI-MedLine.d74.s7	did	35	37		form=did	suf4=did	next=not	prev=perfusion
DDI-MedLine.d74.s7	not	39	41		form=not	suf4=not	next=correlate	prev=did
DDI-MedLine.d74.s7	correlate	43	51		form=correlate	suf4=late	next=with	prev=not
DDI-MedLine.d74.s7	with	53	56		form=with	suf4=with	next=release	prev=correlate
DDI-MedLine.d74.s7	release	58	64		form=release	suf4=ease	next=during	prev=with
DDI-MedLine.d74.s7	during	66	71		form=during	suf4=ring	next=perfusion	prev=release
DDI-MedLine.d74.s7	perfusion	73	81		form=perfusion	suf4=sion	next=_EoS_	prev=during
DDI-MedLine.d74.s7	.	82	82		form=.	suf4=.	next=_EoS_	prev=perfusion

DDI-MedLine.d74.s8	infusion	-1	6		form=infusion	suf4=sion	next=of	prev=_BoS_
DDI-MedLine.d74.s8	of	9	10		form=of	suf4=of	next=arginine	prev=infusion
DDI-MedLine.d74.s8	arginine	12	19		form=arginine	suf4=nine	next=alone	prev=of
DDI-MedLine.d74.s8	alone	21	25		form=alone	suf4=lone	next=markedly	prev=arginine
DDI-MedLine.d74.s8	markedly	27	34		form=markedly	suf4=edly	next=decreased	prev=alone
DDI-MedLine.d74.s8	decreased	36	44		form=decreased	suf4=ased	next=the	prev=markedly
DDI-MedLine.d74.s8	the	46	48		form=the	suf4=the	next=amount	prev=decreased
DDI-MedLine.d74.s8	amount	50	55		form=amount	suf4=ount	next=of	prev=the
DDI-MedLine.d74.s8	of	57	58		form=of	suf4=of	next=extractable	prev=amount
DDI-MedLine.d74.s8	extractable	60	70		form=extractable	suf4=able	next=pancreatic	prev=of
DDI-MedLine.d74.s8	pancreatic	72	81		form=pancreatic	suf4=atic	next=insulin	prev=extractable
DDI-MedLine.d74.s8	insulin	83	89		form=insulin	suf4=ulin	next=and	prev=pancreatic
DDI-MedLine.d74.s8	and	91	93		form=and	suf4=and	next=glucagon	prev=insulin
DDI-MedLine.d74.s8	glucagon	95	102		form=glucagon	suf4=agon	next=_EoS_	prev=and
DDI-MedLine.d74.s8	.	103	103		form=.	suf4=.	next=_EoS_	prev=glucagon

DDI-MedLine.d74.s9	these	-1	3		form=these	suf4=hese	next=results	prev=_BoS_
DDI-MedLine.d74.s9	results	6	12		form=results	suf4=ults	next=indicate	prev=these
DDI-MedLine.d74.s9	indicate	14	21		form=indicate	suf4=cate	next=that	prev=results
DDI-MedLine.d74.s9	that	23	26		form=that	suf4=that	next=the	prev=indicate
DDI-MedLine.d74.s9	the	28	30		form=the	suf4=the	next=pancreatic	prev=that
DDI-MedLine.d74.s9	pancreatic	32	41		form=pancreatic	suf4=atic	next=alpha	prev=the
DDI-MedLine.d74.s9	alpha	43	47		form=alpha	suf4=lpha	next=cell	prev=pancreatic
DDI-MedLine.d74.s9	cell	49	52		form=cell	suf4=cell	next=of	prev=alpha
DDI-MedLine.d74.s9	of	54	55		form=of	suf4=of	next=the	prev=cell
DDI-MedLine.d74.s9	the	57	59		form=the	suf4=the	next=diabetic	prev=of
DDI-MedLine.d74.s9	diabetic	61	68		form=diabetic	suf4=etic	next=chinese	prev=the
DDI-MedLine.d74.s9	chinese	68	74		form=chinese	suf4=nese	next=hamster	prev=diabetic
DDI-MedLine.d74.s9	hamster	78	84		form=hamster	suf4=ster	next=responds	prev=chinese
DDI-MedLine.d74.s9	responds	86	93		form=responds	suf4=onds	next=excessively	prev=hamster
DDI-MedLine.d74.s9	excessively	95	105		form=excessively	suf4=vely	next=to	prev=responds
DDI-MedLine.d74.s9	to	107	108		form=to	suf4=to	next=arginine	prev=excessively
DDI-MedLine.d74.s9	arginine	110	117		form=arginine	suf4=nine	next=,	prev=to
DDI-MedLine.d74.s9	,	118	118		form=,	suf4=,	next=as	prev=arginine
DDI-MedLine.d74.s9	as	120	121		form=as	suf4=as	next=is	prev=,
DDI-MedLine.d74.s9	is	123	124		form=is	suf4=is	next=seen	prev=as
DDI-MedLine.d74.s9	seen	126	129		form=seen	suf4=seen	next=in	prev=is
DDI-MedLine.d74.s9	in	131	132		form=in	suf4=in	next=the	prev=seen
DDI-MedLine.d74.s9	the	134	136		form=the	suf4=the	next=human	prev=in
DDI-MedLine.d74.s9	human	138	142		form=human	suf4=uman	next=diabetic	prev=the
DDI-MedLine.d74.s9	diabetic	144	151		form=diabetic	suf4=etic	next=_EoS_	prev=human
DDI-MedLine.d74.s9	.	152	152		form=.	suf4=.	next=_EoS_	prev=diabetic

DDI-MedLine.d74.s10	this	-1	2		form=this	suf4=this	next=defect	prev=_BoS_
DDI-MedLine.d74.s10	defect	5	10		form=defect	suf4=fect	next=is	prev=this
DDI-MedLine.d74.s10	is	12	13		form=is	suf4=is	next=not	prev=defect
DDI-MedLine.d74.s10	not	15	17		form=not	suf4=not	next=related	prev=is
DDI-MedLine.d74.s10	related	19	25		form=related	suf4=ated	next=to	prev=not
DDI-MedLine.d74.s10	to	27	28		form=to	suf4=to	next=acute	prev=related
DDI-MedLine.d74.s10	acute	30	34		form=acute	suf4=cute	next=insulin	prev=to
DDI-MedLine.d74.s10	insulin	36	42		form=insulin	suf4=ulin	next=release	prev=acute
DDI-MedLine.d74.s10	release	44	50		form=release	suf4=ease	next=or	prev=insulin
DDI-MedLine.d74.s10	or	52	53		form=or	suf4=or	next=the	prev=release
DDI-MedLine.d74.s10	the	55	57		form=the	suf4=the	next=presence	prev=or
DDI-MedLine.d74.s10	presence	59	66		form=presence	suf4=ence	next=of	prev=the
DDI-MedLine.d74.s10	of	68	69		form=of	suf4=of	next=glucose	prev=presence
DDI-MedLine.d74.s10	glucose	71	77		form=glucose	suf4=cose	next=_EoS_	prev=of
DDI-MedLine.d74.s10	.	78	78		form=.	suf4=.	next=_EoS_	prev=glucose

DDI-MedLine.d74.s11	further	-1	5		form=further	suf4=ther	next=,	prev=_BoS_
DDI-MedLine.d74.s11	,	7	7		form=,	suf4=,	next=these	prev=further
DDI-MedLine.d74.s11	these	9	13		form=these	suf4=hese	next=results	prev=,
DDI-MedLine.d74.s11	results	15	21		form=results	suf4=ults	next=confirm	prev=these
DDI-MedLine.d74.s11	confirm	23	29		form=confirm	suf4=firm	next=that	prev=results
DDI-MedLine.d74.s11	that	31	34		form=that	suf4=that	next=the	prev=confirm
DDI-MedLine.d74.s11	the	36	38		form=the	suf4=the	next=diabetic	prev=that
DDI-MedLine.d74.s11	diabetic	40	47		form=diabetic	suf4=etic	next=chinese	prev=the
DDI-MedLine.d74.s11	chinese	47	53		form=chinese	suf4=nese	next=hamster	prev=diabetic
DDI-MedLine.d74.s11	hamster	57	63		form=hamster	suf4=ster	next='s	prev=chinese
DDI-MedLine.d74.s11	's	64	65		form='s	suf4='s	next=alpha	prev=hamster
DDI-MedLine.d74.s11	alpha	67	71		form=alpha	suf4=lpha	next=and	prev='s
DDI-MedLine.d74.s11	and	73	75		form=and	suf4=and	next=beta	prev=alpha
